time hrs,y1,y2,y3,y4,y5,y6
0.0,0.0,0.0,0.0,0.0,0.0,169.0
0.001,2.7284532641117585e-05,0.003684687170146588,0.03931765321878155,8.819579741595448e-07,0.0003826123362920977,169.00461108601326
0.006350935712477249,0.00019129324726700783,0.02468526483211824,0.22296286691672262,5.4760245463910764e-06,0.0024200463270509015,169.03232855878656
0.011701871424954498,0.00038928725595660567,0.0475970543687942,0.3686592464427209,9.87817828839885e-06,0.0044409703317667025,169.0657895462656
0.017052807137431746,0.0006266268268850204,0.0719156836143244,0.484520125338604,1.4110632169502271e-05,0.006445617061679804,169.10589993376618
0.02394310753727192,0.000999761849711075,0.10417774972442673,0.5999427351934203,1.9339796688350516e-05,0.009003356118783203,169.16895975267815
0.030833407937112093,0.0014621764603158813,0.1358547931879405,0.6868407271983267,2.4349257215719695e-05,0.011534959058864026,169.24710782187083
0.038500604434615206,0.0021025049363981446,0.1681607965403141,0.7592539562271888,2.9696301862940258e-05,0.01432184833651255,169.35532333432872
0.04616780093211832,0.0029041567019765326,0.19527141463582656,0.8133016022858773,3.4831463924665705e-05,0.01707757155521697,169.49080248271147
0.05552321341084377,0.004159513240477677,0.21946436790274548,0.8618643708894113,4.0843945197815756e-05,0.020398731836212193,169.70295773771818
0.06409437051526183,0.005658909339098338,0.23298092061212672,0.8946076269089436,4.613543049038368e-05,0.023402451608033528,169.95635567838508
0.07414604077027938,0.007996738412160266,0.24052063115456135,0.9230478389673177,5.210658395747636e-05,0.0268785584918375,170.35144879173254
0.08690526027442248,0.012252223680894334,0.2430810722056242,0.9483958075290583,5.936422659679601e-05,0.0312206248094943,171.07062580214858
0.09844872924440029,0.017932101433471022,0.24333876750329034,0.9641552051450275,6.565659270777801e-05,0.03508300565994182,172.03052514233406
0.11057360262903435,0.026724852599634197,0.24335113107812043,0.9756614678867742,7.201820773888369e-05,0.03907440831022797,173.51650008941564
0.12291476541485168,0.04020339571983339,0.24335134841184036,0.9836880647737068,7.826031738169476e-05,0.043070033870430846,175.7943738767293
0.1331257297503463,0.05660448584905467,0.2433513814380227,0.9883594204096597,8.326432177490209e-05,0.046326273883831016,178.5661581085677
0.14304389941813142,0.07941283316031342,0.24335137878638002,0.9916749091601691,8.79973623471586e-05,0.04944712863289649,182.4207688041707
0.15172377890679148,0.10760597335970232,0.24335137860446848,0.9938426844698149,9.204379104722124e-05,0.0521451176113391,187.1854094978713
0.16040365839545154,0.14728995028352954,0.24335138580346266,0.995494161851925,9.600670169687926e-05,0.054812733889160054,193.89200159799526
0.16683408677744999,0.18754350943378736,0.24335138458467867,0.9964578521679262,9.88916854386524e-05,0.05676978336068496,200.69485309438838
0.17326451515944843,0.2413247717949797,0.24335137705426693,0.9972450752823286,0.00010173541573845321,0.058710724249669104,209.78388643343058
0.17768914802253008,0.2893517996329232,0.2433513440036864,0.9977012910080025,0.00010366906419766213,0.06003700684839901,217.9004541380479
0.18211378088561173,0.3498860180291237,0.24335114848944095,0.9980982374454026,0.00010558452631250313,0.06135584594101969,228.13073704703686
0.18653841374869337,0.4277003203592806,0.24335090383758592,0.9984436991451836,0.00010748230576875992,0.06266731432785147,241.2813541409807
0.18962129850394116,0.495970398407114,0.24335148563269407,0.9986576359217563,0.00010879439692607274,0.06357676766893641,252.81899733310854
0.19270418325918895,0.5800536146267126,0.24335240308474912,0.9988519985774315,0.00011009829406333514,0.06448270163957,267.02906088361016
0.19578706801443674,0.6857101602582829,0.24335168245839667,0.9990287148795762,0.00011139414880484481,0.06538514000427828,284.8850171024724
0.1979543312931963,0.7775704899869489,0.24335070564769132,0.9991433620804107,0.00011230039797619469,0.06601747302157733,300.4094128193496
0.20012159457195589,0.8891604640815004,0.24335112165904155,0.9992507900309248,0.00011320279503978466,0.06664809823290661,319.2681184557698
0.20228885785071546,1.0275116198700351,0.24335231008160235,0.9993516033531389,0.00011410138870334822,0.06727702369372947,342.6494637565166
0.2037983328210972,1.145286671309498,0.24335153479808624,0.9994182422003071,0.0001147250276218603,0.06771406339107347,362.55344744352936
0.20530780779147892,1.286843977128213,0.24335041832702908,0.9994822045288402,0.00011534686050582472,0.06815028511520256,386.47663215286593
0.20681728276186065,1.460516533191387,0.2433512579558844,0.9995437484292526,0.00011596690295557233,0.06858569154150104,415.8272941287248
0.20778301571939886,1.5942118774085439,0.24335143112653623,0.999581995069428,0.00011636266208423053,0.06886382973608159,438.4218072999406
0.20874874867693707,1.7513158626969694,0.24335151304801778,0.9996194784738556,0.0001167576986317401,0.06914163599839206,464.9723808116571
0.20971448163447529,1.939153027979333,0.24335144126042935,0.9996563252557736,0.00011715201654159603,0.06941911102104101,496.71686174325896
0.2106802145920135,2.168795933964813,0.24335069133621348,0.9996927040969792,0.00011754561972155387,0.06969625549457426,535.5265128598448
0.21131482171257648,2.350616211889765,0.24335130951966946,0.9997164667202083,0.00011780387887105751,0.06987819437231109,566.2541398279635
0.21194942883313947,2.5656643798945784,0.24335194329156895,0.9997402256624789,0.00011806183215437234,0.07005999100684453,602.5972802282383
0.21258403595370245,2.8255912699972234,0.2433524612328076,0.9997641167253936,0.00011831948065567813,0.07024164559267519,646.5249246677436
0.2130150966228061,3.0368088835860734,0.24335144333930175,0.9997805193995776,0.00011849431666110591,0.07036495463816604,682.220701364259
0.21344615729190974,3.286104333403143,0.24335049018038699,0.9997971666094764,0.00011866901287709293,0.07048819829430734,724.3516323833494
0.2138772179610134,3.5872683495304485,0.24335142450738995,0.9998141920365854,0.00011884356963840826,0.07061137662175658,775.2483511088637
0.21416251556062318,3.8255664644124456,0.24335145024990468,0.9998257641748378,0.00011895902353960813,0.07069286632732487,815.5207325239519
0.21444781316023298,4.106397781825192,0.24335139353518817,0.999837678010423,0.00011907441659572322,0.07077432746001987,862.9812251667106
0.21473311075984278,4.445665339234108,0.24335120042277356,0.9998500636394221,0.00011918974890284971,0.07085576003736944,920.3174423687883
0.21490388657387058,4.687011419152674,0.24335112434309408,0.999857783149126,0.00011925875645058779,0.07090449097295115,961.1049298749929
0.21507466238789838,4.967307046645054,0.2433520923895287,0.9998658070984594,0.0001193277422863374,0.07095321168695304,1008.4748909212333
0.21524543820192618,5.299954645794731,0.24335161022427754,0.9998742285541034,0.00011939670643057953,0.07100192218312655,1064.6923351776202
0.21541621401595398,5.706566501362355,0.24335052423290157,0.9998831891488167,0.00011946564890376298,0.0710506224652212,1133.409738768365
